PLAZA ID,PLAZA NAME,PLAZA TYPE,PLAZA CITY,PLAZA STATE,CONCESSIONAIRE
540059,Limbe Toll Plaza,State,Aurangabad,Maharashtra,Keti Sangam Infra
540504,MR-10 Toll Plaza,State,Indore,Madhya Pradesh,PRAKASH ASPHALTINGS and TOLL HWY
540506,ANTARVELIYA Toll Plaza,State,Ratlam,Madhya Pradesh,NHAI
540507,KALMORA Toll Plaza,State,Jhabua,Madhya Pradesh,NHAI
545001,Fanda Toll Plaza,State,Bhopal,Madhya Pradesh,
545002,Amlaha Toll Plaza,State,Sehore,Madhya Pradesh,
545003,Bhourasa Toll Plaza,State,Dewas,Madhya Pradesh,
545004,Fanda Toll plaza,State,Bhopal,Madhya Pradesh,MPRDC
545005,Amlaha Toll plaza,State,Sehore,Madhya Pradesh,MPRDC
545006,Bhourasa Toll plaza,State,Dewas,Madhya Pradesh,MPRDC
545007,Kherkheda,State,Ujjain,Madhya Pradesh,DBL Sitamau-Suwasra Tollways Ltd
545008,Bilantri,State,Ujjain,Madhya Pradesh,M/s Suryawavshi Infrastructure Pvt Ltd
545009,Sardarpur,State,Dhar,Madhya Pradesh,DBL Sardarpur Tollways
545010,Sanawad,State,Indore,Madhya Pradesh,M/s DBL Mundi-Sanawad Tollways Ltd
545011,Hatta,State,Sagar,Madhya Pradesh,M/s DBL Hatta-dargoan Tollways Ltd
545012,Devkhedi,State,Gwalior,Madhya Pradesh,M/s DBL Ashoknagar-Vidisha Tollways Ltd
545013,Singhpur,State,Rewa,Madhya Pradesh,M/s DBL Uchera-Nagod Tollways Ltd
545014,Silwani,State,Sagar,Madhya Pradesh,DBL Silwani-Sultanganj Tollways
545015,Talchiri,State,Sagar,Madhya Pradesh,DBL Silwani-Sultanganj
545016,Tikitoria,State,Sagar,Madhya Pradesh,DBL Patan-Rehli Tollways
545017,Gadaghat,State,Sagar,Madhya Pradesh,DBL Patan-Rehli Tollways
545018,Ghoradongri,State,Narmadapuram,Madhya Pradesh,M/s DBL Betul-Sarni Tollways Ltd
545019,Eklehra,State,Narmadapuram,Madhya Pradesh,Betul Sarni Tollways
545020,Bela,State,Sagar,Madhya Pradesh,DBL Tikamgarh-Nowgoav
545021,Mawai,State,Sagar,Madhya Pradesh,DBL Tikamgarh-Nowgoav
545022,MHOW,State,Mhow,Madhya Pradesh,MHOW AGROH PATHWAYS
545023,Manankheda,State,Manankheda,Madhya Pradesh,Ashoka Concessions
545024,Piplyamandi,State,Piplyamandi,Madhya Pradesh,Ashoka Concessions
545025,Nayagaon,State,Nayagaon,Madhya Pradesh,Ashoka Concessions
545026,Chokala Toll Plaza,State,Dhar,Madhya Pradesh,Western MP Infrastructure
545027,Chikliya Toll Plaza,State,Ratlam,Madhya Pradesh,Western MP Infrastructure
545028,Gangiwara Toll plaza,State,Chhindwara,Madhya Pradesh,KETI Infrastructure
545029,Susari Toll plaza,State,Dhar,Madhya Pradesh,KETI Highway
545030,Nanpur Toll plaza,State,Alirajpur,Madhya Pradesh,KETI Highway
545031,Kuabadla Toll plaza,State,Chhindwara,Madhya Pradesh,KETI Infrastructure
545032,Billaua Toll Plaza,State,Gwalior,Madhya Pradesh,PATH
545033,Badgaon Toll Plaza,State,Khandwa,Madhya Pradesh,Khandwa Agroh Pathways
545034,Jaswadi Toll Plaza,State,Khandwa,Madhya Pradesh,Khandwa Agroh Pathways
545035,Sarlapada plaza,State,Ratlam,Madhya Pradesh,Agroh Infra
545036,Delanpur plaza,State,Ratlam,Madhya Pradesh,Agroh Infra
545037,Manawarkukshi,State,Manawar,Madhya Pradesh,Agroh Infra
545038,Rewa Ring Road,State,Rewa,Madhya Pradesh,Agroh Infra
545039,Baroli toll plaza,State,Indore,Madhya Pradesh,Mahakaleshwar Tollways
545040,Ninora toll plaza,State,Ujjain,Madhya Pradesh,Mahakaleshwar Tollways
545041,Dewas By pass,State,Dewas,Madhya Pradesh,Dewas Bypass tollway
545042,Pagara-Guna Cantt,State,Guna,Madhya Pradesh,Aryavrat Tollways
545043,Futera Toll Plaza,State,Ashoknagar,Madhya Pradesh,Aryavrat Tollways
545044,Malyakhedi,State,Mandsaur,Madhya Pradesh,SHUKLA GLOBAL DEVELOPERS
545045,Pandola,State,Sheopur,Madhya Pradesh,VKS SHEOPUR BARODA
545046,Khiriya Naka,State,Tikamgarh,Madhya Pradesh,SVT INFRASTRUCTURE
545047,Taloon,State,Barwani,Madhya Pradesh,VKS Shukla
545048,Julwaniya,State,Julwaniya,Madhya Pradesh,VKS Shukla
545049,Bijanhai,State,Silwani,Madhya Pradesh,VKS Shukla
545050,Boras,State,Gardarwada,Madhya Pradesh,VKS Shukla
545051,Chakrawda Toll Plaza,State,Ujjain,Madhya Pradesh,Topworth Tollways
545052,Bhuteda Toll Plaza,State,Jaora,Madhya Pradesh,Topworth Tollways
545054,Rangaon,State,Manawar,Madhya Pradesh,Khalghat Manawar
545055,Kanad,State,Agar,Madhya Pradesh,Sarangpur Agar Road Pvt Ltd.
545056,GARRA TOLL PLAZA,State,BALAGHAT,Madhya Pradesh,Skylark
545057,SELWAKALA TOLL PLAZA,State,SEONI,Madhya Pradesh,Skylark
545068,MBL NEWARGAON,State,Balaghat,Madhya Pradesh,MBL MP Toll Road
545069,Ichoul,State,Unchehra,Madhya Pradesh,TBCL Satna Umaria
545070,Ubra,State,Maihar,Madhya Pradesh,TBCL Satna Umaria
545074,Piplothar,State,Datia,Madhya Pradesh,UDIT BETUL PARATWARA
545076,Gadariya,State,Singrauli,Madhya Pradesh,UDIT BETUL PARATWARA
545077,Palsud plaza,State,Palsud,Madhya Pradesh,Valecha Badwani Sendhwa
545078,Ujjain Sihasth Bypass,State,Ujjain,Madhya Pradesh,Ujjayini Highways
545079,Datia-Bhander toll,State,Bhander,Madhya Pradesh,D P JAIN DATIA BHANDER
545080,TCIL LAKHNADON TOLL,State,Village chhitapar,Madhya Pradesh,TCIL Lakhnadon
545081,TCIL BINA TOLL,State,Village Ikoda,Madhya Pradesh,TCIL BINA TOLL ROAD LTD
545082,Kotatala Toll Plaza,State,Damoh,Madhya Pradesh,Damoh Jabalpur Toll Roads
545083,Katangi Toll Plaza,State,Jabalpur,Madhya Pradesh,Damoh Jabalpur Toll
545084,Bhimpura Toll Plaza,State,Bhind,Madhya Pradesh,UPP Tollways
545085,GVR BEHARI,State,Rewa,Madhya Pradesh,GVR BEHARI
545086,Panna Amanganj Semariya Toll Plaza,State,Panna,Madhya Pradesh,Bansal Pathways Damoh Panna
545089,Badi Baktara Toll Plaza,State,Shahganj,Madhya Pradesh,Badi Baktara Toll
545090,Madhav Sihora Silodi Corridor Highway,State,Sihora,Madhya Pradesh,Madhav Sihora Silodi Corridor Highway
545095,Mubarakpur Toll Plaza,State,Bhopal,Madhya Pradesh,Banco Constructions
545096,11 miles toll plaza,State,Bhopal,Madhya Pradesh,Banco Constructions
545097,Bagwada Fee Plaza,National,Sehore,Madhya Pradesh,NHAI
545098,Harduwani (Damoh)Toll Plaza,State,Damoh,Madhya Pradesh,Bansal Pathways Damoh Damoh
545099,Majhagawan KatniToll Plaza,State,Katni,Madhya Pradesh,Bansal Pathways Damoh Katni
545100,Bajrangarh Guna Toll Plaza,State,Guna,Madhya Pradesh,Bansal Pathways Guna Sironj
545101,Kalyanpura (Sironj) Toll Plaza,State,Sironj,Madhya Pradesh,Bansal Pathways Guna Sironj
545102,Durjanpura Toll Plaza,State,Durjanpura,Madhya Pradesh,Valecha LM
545103,Mandleswar Toll plaza,State,Indore,Madhya Pradesh,MHOW AGROH
545104,Tarapoungi plaza,National,Raipur,Chattishgarh,NHAI
545106,Mudiyapara Fee Plaza,National,Bodla,Chhattisgarh,NHAI
545107,Limha Toll Plaza,National,Bilaspur,Chhattisgarh,BPRPL / Adani
550001,Kokapet,State,Hyderabad,Telangana,IRB
550002,Edulanagulapally,State,Hyderabad,Telangana,IRB
550003,Patancheru,State,Hyderabad,Telangana,IRB
550004,Sultanpur,State,Hyderabad,Telangana,IRB
550005,Dundigal,State,Hyderabad,Telangana,IRB
550006,Medchal,State,Hyderabad,Telangana,IRB
550007,Shamirpet,State,Hyderabad,Telangana,IRB
550008,Keesara,State,Hyderabad,Telangana,IRB
550009,Ghatkesar,State,Hyderabad,Telangana,IRB
550010,Taramatipet,State,Hyderabad,Telangana,IRB
550011,Pedda Amberpet,State,Hyderabad,Telangana,IRB
550012,Bongulur,State,Hyderabad,Telangana,IRB
550013,Ravi Ryal,State,Hyderabad,Telangana,IRB
550014,Tukkuguda,State,Hyderabad,Telangana,IRB
550015,Peddagolconda,State,Hyderabad,Telangana,IRB
550016,Shamshabad,State,Hyderabad,Telangana,IRB
550017,Rajendra Nagar,State,Hyderabad,Telangana,IRB
550018,TSPA,State,Hyderabad,Telangana,IRB
550019,Nanakramguda,State,Hyderabad,Telangana,IRB
550020,Duddeda Toll plaza,State,Medak,Telangana,HKR ROADWAYS
550021,Renikunta Toll plaza,State,Karimnagar,Telangana,HKR ROADWAYS
550022,Basanthnagar Toll plaza,State,Karimnagar,Telangana,HKR ROADWAYS
550023,Madugulapally toll plaza,State,Madugulapally,Telangana,N.A.M. Expressway
550024,Kothagudem Toll Plaza,National,Suryapet,Telangana,NHAI
552001,Thummalacheruvu,State,Thummalacheruvu,Andhra Pradesh,NAM Expressway
552002,Elchuru,State,Elchuru,Andhra Pradesh,NAM Expressway
552003,SAPTGIRI TOLL PLAZA,State,TIRUPATI TOWN,ANDHRA PRADESH,Com vision India
552004,Kovvuru,State,Vijayawada,Andhra Pradesh,Rajamundry Godavari Bridge Ltd
556001,Kadathanamale Toll plaza,State,Bangalore,Karnataka,YELAHANKA AP BORDER TOLL WAYS PVT LTD
556002,Gunjur Toll plaza,State,Bangalore,Karnataka,YELAHANKA AP BORDER TOLL WAYS PVT LTD
556003,BYADARAHALLI,State,GORUR,Karnataka,MITRA INFRA SOLUTIONS
556004,NILAVAGILU,State,RAMANATHAPURA,Karnataka,MITRA INFRA SOLUTIONS
556005,COORGAL,State,BETTADAPURA,Karnataka,MITRA INFRA SOLUTIONS
556006,GUDEMARANAHALLI,State,MAGADI,Karnataka,MITRA INFRA SOLUTIONS
556007,TUMBADI,State,KORATAGERE,Karnataka,MITRA INFRA SOLUTIONS
556008,BUDDAREDDYHALLI,State,PAVAGADA,Karnataka,MITRA INFRA SOLUTIONS
556009,DODDAMAVATHURU,State,NEAR HULIYOORDURGA,Karnataka,MITRA INFRA SOLUTIONS
556010,OBALAPURA,State,NEAR YALLAPURA,Karnataka,MITRA INFRA SOLUTIONS
556011,Sherewada,State,Kundagol,Karnataka,MITRA INFRA SOLUTIONS
556012,Chattar,State,Mudgal,Karnataka,MITRA INFRA SOLUTIONS
556013,Tippanal,State,Kanakagiri,Karnataka,MITRA INFRA SOLUTIONS
556014,Papanashi,State,Avadi Somapur,Karnataka,Kesar Investment and Securities
556015,Hiremannapur,State,Hiremannapur,Karnataka,Kesar Investment and Securities
556016,Hemagudda,State,Hemagudda Village,Karnataka,Sindhanur Gangavathi
556017,Marali,State,Marali Village,Karnataka,Sindhanur Gangavathi
556018,Kurki Toll plaza,State,Kurki Village,Karnataka,LEJONET ITS Tech
556019,Javoor toll plaza,State,Javoor Village,Karnataka,LEJONET ITS Tech
556020,Kamthana plaza,State,Bidar,Karnataka,JKL Stone
556021,Ainoli plaza,State,Chincholi,Karnataka,JKL Stone
556022,Chinchani plaza,State,Chikodi,Karnataka,Vinay Lad Enterprises
556023,Kabbur plaza,State,Chikodi,Karnataka,Vinay Lad Enterprises
556024,Link Road L1 Toll,State,Bengaluru,Karnataka,Nandi Economic Corridor
556025,Hosur Road P1 Toll,State,Bengaluru,Karnataka,Nandi Economic Corridor
556026,Tumkur Road P7 Toll,State,Bengaluru,Karnataka,Nandi Economic Corridor
556027,Bannerghatta Road (P2) Plaza,State,Bengaluru,Karnataka,Nandi Economic Corridor
556028,Kanakapura Road (P3) Plaza,State,Bengaluru,Karnataka,Nandi Economic Corridor
556029,Clever Leaf P4 Plaza,State,Bengaluru,Karnataka,Nandi Economic Corridor
556030,Mysore Road P5 Plaza,State,Bengaluru,Karnataka,Nandi Economic Corridor
556031,Magadi Road P6 Plaza,State,Bengaluru,Karnataka,Nandi Economic Corridor
556032,Harpanahalli Toll Plaza,State,Hadagali,Karnataka,KV Hanchinal
556033,Mundaragi Toll Plaza,State,Mundargi,Karnataka,KV Hanchinal
556034,Sanikoppa Toll Plaza,State,Bailhongal,Karnataka,JYOTHI PRAKSH KM
556035,Karikatti Toll Plaza,State,Soundatti,Karnataka,JYOTHI PRAKSH KM
556041,Beechagondanahalli,State,Beechagondanahalli,Karnataka,KRDCL
560001,Perungudi,State,Chennai,Tamil Nadu,TNRDC
560002,Central Server plaza,State,Chennai,Tamil Nadu,TNRDC
560003,Thoraipakkam,State,Chennai,Tamil Nadu,TNRDC
560004,Medavakkam,State,Chennai,Tamil Nadu,TNRDC
560005,ECRlink Road,State,Chennai,Tamil Nadu,TNRDC
560006,Egatur,State,Chennai,Tamil Nadu,TNRDC
560007,Uthandi,State,Chennai,Tamil Nadu,TNRDC (ECR)
560008,Central Server plaza,State,Chennai,Tamil Nadu,TNRDC (ECR)
560009,Anumandhai,State,Chennai,Tamil Nadu,TNRDC (ECR)
560010,Mahabalipuram plaza,State,Chennai,Tamil Nadu,TNRDC (ECR)
560011,Vandiyur,State,Madurai,Tamil Nadu,SRI BALAJI TOLLWAYS
560012,Chinthamani,State,Madurai,Tamil Nadu,SRI BALAJI TOLLWAYS
560013,Valayangulam,State,Madurai,Tamil Nadu,SRI BALAJI TOLLWAYS
560014,Kolappancheri,State,Chennai,Tamil Nadu,TNRDC
560015,Varadharajapuram,State,Chennai,Tamil Nadu,TNRDC
560016,Palavedu,State,Chennai,Tamil Nadu,TNRDC
560017,Chinnamullaivoyal,State,Chennai,Tamil Nadu,TNRDC
560022,Vidhyasagar Setu Toll Plaza,State,Howrah,West Bengal,PRAKASH ASPHALTINGS TOLL HWY
570010,Kasari Toll Plaza,State,Nagaur,Rajasthan,RIDCOR Ltd
570011,Chapri Toll Plaza,State,Nagaur,Rajasthan,RIDCOR Ltd
570012,Padiyara Toll Plaza,State,Churu,Rajasthan,RIDCOR Ltd
570013,Malasar Toll Plaza,State,Churu,Rajasthan,RIDCOR Ltd
570014,Pallu Toll Plaza,State,Hanumangarh,Rajasthan,RIDCOR Ltd
570015,Kolha Toll Plaza,State,Hanumangarh,Rajasthan,RIDCOR Ltd
570016,Kolu Toll Plaza,State,Jodhpur,Rajasthan,RIDCOR Ltd
570017,Kelankot Toll Plaza,State,Barmer,Rajasthan,RIDCOR Ltd
570018,Bhooka Toll Plaza,State,Barmer,Rajasthan,RIDCOR Ltd
570019,Naya Nagar Toll Plaza,State,Barmer,Rajasthan,RIDCOR Ltd
570020,Bagdi KM 14 Toll Plaza,State,Dausa,Rajasthan,RIDCOR Ltd
570021,Bhadoti Toll Plaza,State,Sawai Madhopur,Rajasthan,RIDCOR Ltd
570022,Indragarh Toll Plaza,State,Bundi,Rajasthan,RIDCOR Ltd
570023,Patan Gudla Plaza,State,Bundi,Rajasthan,RIDCOR Ltd
570024,Khanpur Toll,State,Jhalawar,Rajasthan,RIDCOR Ltd
570025,Sikandra Toll,State,Dausa,Rajasthan,RIDCOR Ltd
570026,Mahuwa Toll,State,Alwar,Rajasthan,RIDCOR Ltd
570027,Jetpur Toll Plaza,State,Bikaner,Rajasthan,RIDCOR Ltd
570028,Sangaria Toll Plaza,State,Bikaner,Rajasthan,RIDCOR Ltd
570029,Papri Toll,State,Alwar,Rajasthan,RIDCOR Ltd
570030,Tijara Toll,State,Alwar,Rajasthan,RIDCOR Ltd
570031,Bhiwadi Toll,State,Alwar,Rajasthan,RIDCOR Ltd
570032,KK Toll Plaza,State,Alwar,Rajasthan,RIDCOR Ltd
570033,Ralayati KM 9 Toll Plaza,State,Jhalawar,Rajasthan,RIDCOR Ltd
570034,Rajpura KM 24 Toll Plaza,State,Jhalawar,Rajasthan,RIDCOR Ltd
570035,Ujjain-Jhalawar(Binda),State,Jhalawar,Rajasthan,RIDCOR Ltd
570036,Toparia Toll Plaza,State,Hanumagarh,Rajasthan,RIDCOR Infra Project Ltd
570037,Gogamedi Toll Plaza,State,Hanumagarh,Rajasthan,RIDCOR Infra Project Ltd
570038,Amarpura Toll Plaza,State,Hanumagarh,Rajasthan,RIDCOR Infra Project Ltd
570039,MB(Gundwa),State,Bharatpur,Rajasthan,RIDCOR Infra Project Ltd
570040,GB(Newadiya),State,Sawai Madhopur,Rajasthan,RIDCOR Infra Project Ltd
570041,Bahala Toll Plaza,National,Alwar,Rajasthan,NHAI
570047,Karel Toll Plaza,National,Udaipur,Rajasthan,NHAI
711001,Select City Walk Mall,Covered,New Delhi,,PARIVOM TECHNOLOGIES
711002,IGI-Terminal 3,Covered,Delhi,,GMR - DAPS
711003,IGI-Terminal 2,Covered,New Delhi,,GMR - DAPS
711006,Kashemere Gate Metro,Open,Delhi,,DMRC
711008,ParkPlus Office,Covered,Delhi,,Parkplus
711009,Pacific D21 Mall,Open,Delhi,,ParkPlus
711010,Pacific Mall NSP,Open,Delhi,,ParkPlus
711011,Worldmark 1,Open,Delhi,,Parkplus
711012,Worldmark 2,Covered,Delhi,,Bharti Land Limited
711013,Worldmark 3,Covered,Delhi,,Bharti Land Limited
712001,Spaze i-Tech Park Toll Plaza,Covered,Gurugram,,Spaze i-Tech
712002,DT City Centre,Covered,Gurgaon,,DLF
712008,SDMC Dwarka Sector 14,Open,Gurugram,,NDMC
712009,Palwal district court,Open,Palwal,,Jai Bhole Enterprise
712012,Global Foyer Mall,Open,Gurugram,,ParkSmart Technologies Pvt Ltd
712013,Pacific Mall Dehradun,Covered,Dehradun,,Parkplus
712014,DLF Cyber Hub,Covered,Gurgaon,,Parkplus
712015,EDM Mall Anand Vihar,Covered,Ghaziabad,,Parkplus
712016,Sardar Patel Intl Airport,Covered,Ahmedabad,,Adani Airports
712017,Oberoi Mall,Covered,Mumbai,,Parkplus
712021,Adichunchanagiri Parking,Covered,Mandya,,Building Control Solutions
712023,Manipal Hospital,Open,Jaipur,,Snehlaxmi Innovative NWTech
712024,AIPL Joy Street,Covered,Gurgaon,,AIPL JOY STREET
712037,SDMC Parking,Open,New Delhi,,Parkplus
712041,Infiniti One Andheri,Covered,Mumbai,,Infiniti Malls
712042,Infiniti Malad,Covered,Mumbai,,Infiniti Malls
712044,EVP Cinemas,Open,Chennai,,ParkPlus
712045,Lodha Xperia Mall,Covered,Dombivli,,ParkPlus
712046,SDMC Adchini,Open,New Delhi,,RR Parkon
712047,Forum Shantiniketan Mall,Covered,Bangalore,,Forum Malls
712048,Kumar Pacific Mall,Covered,Pune,,ParkPlus
712052,"Inter State Bus Terminal, ASTC",Open,Open,,Assam
712066,Jaipur Centre Mall,Covered,Jaipur,,Snehlaxmi Innovative Solution
712067,Thykkodam KMRL,Covered,Covered,,Kerala
712087,Surajkund Main Parking,Open,Faridabad,,ParkSmart Technologies Pvt Ltd
712089,Urvashi Cinemas,Covered,Bangalore,,ParkPlus
712090,"ISBT, Jabalpur",Open,Jabalpur,,Building Control Solution
712091,Dhansa Bus Stand Parking,Covered,Covered,,Delhi
712092,Sector 44 Gurgaon,Covered,Covered,,Haryana
712093,Gaur City Mall,Covered,Covered,,Uttar Pradesh
712094,Nexus Kormangala,Covered,Covered,,Karnataka
712095,Nexus Whitefield,Covered,Covered,,Karnataka
712096,Angul Bus Terminal,Covered,Bhuvaneshwar,,Angul Bus Terminal Co Pvt Ltd
712097,Statue of Equality,Covered,Hyderabad,,Jiva Trust Ltd
712098,32nd Milestone,Covered,Covered,,Haryana
712099,R City Mall Mumbai,Covered,Covered,,Maharashtra
712100,MTDC Parking,Open,Open,,Maharashtra
712103,Vijayawada Airport,Covered,Covered,,Andhra Pradesh
712104,Hodel Parking,Open,Open,,Haryana
712106,NUH Sector 8 Open Parking,Open,Open,,Haryana
712108,93 Avenue,Covered,Covered,,Maharashtra
712109,Nexus Seawoods Mall,Covered,Covered,,Maharashtra
712110,Somnath Temple Parking Old,Open,Veraval,,Shree Somnath Trust
712111,Somnath Temple Parking New,Open,Veraval,,Shree Somnath Trust
712112,Tirdent Group VPO Dhoula,Open,Open,,Punjab
712117,Ardee Mall,Covered,Covered,,Haryana
712119,Sahadeo Mahato Marg,Open,Open,,Bihar
712120,Hartali More,Open,Open,,Bihar
712121,Vidut Bhawan,Open,Open,,Bihar
712122,Treasure Island Mall,Covered,Covered,,Madhya Pradesh
712123,Nexus Indore Central,Covered,Covered,,Madhya Pradesh
712124,Nexus Amritsar,Covered,Covered,,Punjab
712125,Nexus Ahmedabad One,Covered,Covered,,Gujarat
712126,Unison Centrio Mall,Covered,Covered,,Uttarakhand
712129,Global Foyer Palam Vihar,Covered,Covered,,Haryana
712130,Galleria Bangalore,Covered,Covered,,Karnataka
712133,Subhash Chowk Parking- Indore,Covered,Covered,,Madhya Pradesh
712140,Sangam Theatres,Covered,Covered,,Delhi
712144,STATUE OF BELIEF,Open,Open,,Rajasthan
712145,World Trade Tower,Covered,Covered,,Uttar Pradesh
712146,SDMC Lajpat Nagar,Covered,Covered,,Delhi
712148,Inorbit Vadodara,Covered,Covered,,Gujrat
714002,Elante Mall,Covered,Chandigarh,,Secure Parking
720002,Pacific Mall PARKING PLAZA,Covered,Ghaziabad,,Park Plus
730002,MGF Metropolitan Mall,Covered,Jaipur,,Snehlaxmi Innovative NWTech
730004,Pink Square Mall,Covered,Jaipur,,Snehlaxmi Innovative NWTech
740003,Aurangabad Airport,Covered,Aurangabad,,ParkPlus
740005,Phoenix Marketcity,Covered,Mumbai,,Parivom Technologies
740007,Inorbit Mall Vashi,Covered,Mumbai,,ParkPlus
740008,One BKC,Covered,Mumbai,,Park Plus
740009,Inorbit,Covered,Mumbai,,Parivom technologies
750002,RGIA-Car Park,Open,Hyderabad,,Grandi Mallikarjuna Rao (GRM)
752002,CMR Central Mall,Covered,Visakhapatnam,,Chandana Brothers Multicomplex
756001,Brookefield Mall,Covered,Bangalore,,Brookefield
756003,Sakra World Hospital,Covered,Bengaluru,,H K S Services
756006,MSR Regaliaa Elements Mall,Covered,Covered,,Karnataka
756007,Phoenix Market City,Covered,Bengaluru,,Parivom Technologies
756008,Park Square Mall,Covered,Bengaluru,,International Tech. Park Ltd.
760001,Brookefields,Covered,Coimbatore,,Parivom technologies
760002,VR Mall,Covered,Chennai,,Parivom technologies
767001,Park Center Technopark,Open,Trivandrum,,ELVICTO
767002,Tvm Central Main Parking,Open,Trivandrum,,Anantham Online Pvt Ltd
767003,ERKLM Jn Premium Parking,Open,Ernakulam,,Anantham Online
767004,KIMS hospital,Covered,Trivandrum,,KIMS hospital
770001,New Town Business Club,Covered,Kolkata,,Coresonant
