PLAZA ID,PLAZA NAME,PLAZA TYPE,PLAZA CITY,PLAZA STATE,CONCESSIONAIRE
238001,Chikhalikala,National,Betul,Madhya Pradesh,NHAI
238002,Fulara,National,Seoni,Madhya Pradesh,NHAI
238003,Jungawani,National,Chhindwara,Madhya Pradesh,NHAI
238004,Jaitpur,National,Seoni,Madhya Pradesh,NHAI
239001,Kelwad,National,Nagpur,Maharashtra,NHAI
239100,LUHARLI Toll plaza,National,Gautam Buddh Nagar,Uttar Pradesh,Gaziabad Aligarh Expressway Pvt Ltd
239101,GABHANA Tollplaza,National,Aligarh,Uttar Pradesh,Gaziabad Aligarh Expressway Pvt Ltd
239200,S.V Puram Toll Plaza,National,Chittoor,Andhra Pradesh,Transtroy
239201,Pattarai Toll Plaza,National,Tiruvallur,Tamil Nadu,Transtroy
239300,Unguturu Toll Plaza,National,West Godavari,Andhra Pradesh,NHAI
239301,Eethakota at Km.946.300,National,East Godavari,Andhra Pradesh,NHAI
239400,Rohad Toll Plaza,National,Rohtak,Haryana,West Haryana Highways Project Pvt. Ltd.
239500,Surathkal Toll Plaza,National,Dakshina Kannada,Karnataka,NHAI
239600,Nangli Toll Plaza,National,Ri-Bhoi,Meghalaya,
239700,PamPamPallam Toll Plaza,National,Palakkad,Kerala,KNR Walayar Tollways Pvt Ltd
239800,Balgudar Toll Plaza,National,Lakhisarai,Bihar,NHAI
239900,Raje Toll Plaza (T-2),National,Darbhanga,Bihar,SMS
240000,Patanswangi Toll Plaza,National,Nagpur,Maharashtra,NHAI
241200,Bhiknoor Toll Plaza,National,Nizamabad,Telangana,NHAI
241300,Runni Shaidpur Toll Plaza,National,Sitamarhi,Bihar,NHAI
241400,Guabari Toll Plaza,National,Alipurduar,West Bengal,NHAI
241601,Badarpur faridabad Toll plaza,National,Faridabad,Haryana,Badarpur Faridabad Tollway ltd
241700,Chhuhipali Toll Plaza,National,Mahasamund,Chhattisgarh,BSCPL Aurang Tollway Limited
241701,Dhank Toll Plaza,National,Mahasamund,Chhattisgarh,BSCPL Aurang Tollway Limited
241800,Nuruddinpur toll plaza,National,Amethi,Uttar Pradesh,Khalatkaar Constructions
241801,Kunwarpur,National,Jaunpur,Uttar Pradesh,Vinayendranath Upadhyay
241900,Lakholi Toll Plaza,National,Raipur,Chhattisgarh,Raipur Expressways Limited
242000,Madina Toll Plaza,National,Rohtak,Haryana,Rohtak Hissar Tollway Private Limited/
242001,Mayar Toll Plaza,National,Hisar,Haryana,Rohtak Hissar Tollway Private Limited/
243000,Rupakheda Toll Plaza,National,Chittaurgarh,Rajasthan,Bhilwara Rajsamand Tollway Private Limited
243001,Mujras Toll Plaza,National,Ahmedabad,Gujarat,Bhilwara Rajsamand Tollway Private Limited
244000,18th Mile Toll Plaza,National,Ri-Bhoi,Meghalaya,
244001,Gazole Toll Plaza,National,Ri-Bhoi,Meghalaya,
245001,SONWAY Toll Plaza,National,,Madhya Pradesh,Oriental Pathways(Indore) PVT LTD
257001,Sasthan Toll Plaza,National,Sasthan,Karnataka,Navayuga
257002,Hejamadi Toll Plaza,National,Hejamadi,Karnataka,NAVAYUGA UDUPI TOLLWAY PVT LTD
257003,talapady toll plaza,National,Talapady,Karnataka,NAVAYUGA UDUPI TOLLWAY PVT LTD
280001,Murlitol,National,Barauni,Bihar,KNR Tollways Pvt. Ltd.
284001,Mahant Maniyari,National,Muzaffarpur,Bihar,KNR Muzaffarpur Baraunitollway Pvt Ltd
311001,Akshardham Plaza DME KM 2500,National,New Delhi,Delhi,NHAI
311002,Ghazipur Plaza DME KM 7500,National,New Delhi,Delhi,NHAI
311003,Sarai Kale Khan DME KM 0000,National,Delhi,Delhi,NHAI
311004,CWG Flyover Plaza DME KM 1500,National,Delhi,Delhi,NHAI
311005,Indirapuram Plaza DME KM 9500,National,Delhi,Delhi,NHAI
312001,Narwana,National,Dharamgarh,Haryana,IRB
312002,Bado patti,National,Bado patti,Haryana,IRB
312003,Chaudhariwas,National,Chaudhariwas,Haryana,IRB
312004,Bhavdeen Plaza,National,Sirsa,Haryana,NHAI
312005,Khuian Malkna,National,Sirsa,Haryana,NHAI
312006,Main Plaza Village Jakhauli,National,Jakhauli,Haryana,Main Plaza Village Jakhauli
312007,Maujpur,National,Maujpur,Haryana,Maujpur
312009,Chhajju Nagar,National,Chhajju Nagar,Haryana,Chhajju Nagar
312010,MilkMajra,National,Shahjadpur,Haryana,MilkMajra
312012,Khatkar Toll plaza,National,Narwana,Haryana,NHAI
312013,Saini Majra Toll plaza,National,Saini Majra,Haryana,NHAI
312014,Thana Village Toll plaza,National,Kaithal,Haryana,NHAI
312016,Jaloli  Fee plaza,National,Jaloli,Haryana,NHAI
312017,Bhavdeen plaza,National,Sirsa,Haryana,NHAI
312018,Khuian Malkna,National,Sirsa,Haryana,NHAI
312019,Main plaza Village Jakhauli,National,Jakhauli,Haryana,NHAI
312020,Maujpur,National,Maujpur,Haryana,NHAI
312021,Chhajju Nagar,National,Chhajju Nagar,Haryana,NHAI
312022,Bhagan Toll plaza,National,Sonipat,Haryana,NHAI
312023,Landhari Toll plaza,National,Hisar,Haryana,NHAI
312024,MilkMajra,National,Shahjadpur,Haryana,NHAI
312025,Kitlana,National,Bhiwani,Haryana,Unique BuildMart Pvt  Ltd.
312026,Chhara,National,Jhajjar,Haryana,NHAI
312027,Badarpur faridabad Toll plaza,National,Faridabad,Haryana,Badarpur Faridabad Tollway ltd
312028,Peont,National,Karnal,Haryana,NHAI
312029,Saini Majra Toll Plaza,National,Saini Majra,Haryana,NHAI
312030,Thana Village Toll Plaza,National,Kaithal,Haryana,NHAI
312031,Khatkar Toll plaza,National,Narwana,Haryana,NHAI
312032,Jaloli Fee Plaza,National,Jaloli,Haryana,NHAI
312035,Sirohi Bahali plaza,National,Narnaul,Haryana,NHAI
312036,Kundali,State,Kundali,Haryana,Skylark world
312037,Kharkhoda,State,Kharkhoda,Haryana,Skylark world
312038,Asoda,State,Asoda,Haryana,Skylark world
312039,Badli,State,Badli,Haryana,Skylark world
312040,Farukhnagar,State,Farukhnagar,Haryana,Skylark world
312041,PATODI,State,Patodi,Haryana,Skylark world
312042,MANESHAR 7A,State,Manesar,Haryana,Skylark world
312043,MANESHAR 7B,State,Manesar,Haryana,Skylark world
312044,TAURU,State,Tauru,Haryana,Skylark world
312045,NUH,State,Nuh,Haryana,Skylark world
312046,PALWAL,State,Palwal,Haryana,Skylark world
312047,Ghamroj Sohna Road Toll Plaza,National,Gurugram,Haryana,H G INFRA
312048,Jharoti Toll Plaza,National,Sonipat,Haryana,Jai Singh and Company
312049,Karman Toll Plaza,National,Palwal,Haryana,DA Toll Road Pvt Ltd
312050,Karman Toll Plaza,National,Palwal,Haryana,DA Toll Road Pvt Ltd
312051,Chandlana Toll Plaza,National,Chandlana,Haryana,NHAI
312052,Mohna Toll Plaza,National,Mohna,Haryana,NHAI
312053,Kheri Sharaf Ali Toll Plaza,National,Kheri Sharaf Ali,Haryana,NHAI
312054,Bahri Toll Plaza,National,Bahri,Haryana,NHAI
312055,Amrawali Khera Toll Plaza,National,Amrawali Khera,Haryana,NHAI
312056,Chabri Toll Plaza,National,Chabri,Haryana,NHAI
312057,Kilazafargarh Toll Plaza,National,Kilazafargarh,Haryana,NHAI
312058,Bainsi Toll Plaza,National,Bainsi,Haryana,NHAI
312059,Kharkhara Toll Plaza,National,Kharkhara,Haryana,NHAI
312060,Kherari Toll Plaza,National,Kherari,Haryana,NHAI
312061,Dadri Toll Plaza,National,Dadri,Haryana,NHAI
312062,Buchawas Toll Plaza,National,Buchawas,Haryana,NHAI
312063,Bhalkhi Toll Plaza,National,Bhalkhi,Haryana,NHAI
312064,Jat Guwana Toll Plaza,National,Jat Guwana,Haryana,NHAI
312065,Pabanawa Toll Plaza,National,Pabanawa,Haryana,NHAI
312066,Bamla Toll Plaza,National,Bhiwani,Haryana,NHAI
313001,Bhagan Toll Plaza,National,Sonipat,Haryana,NHAI
313002,Landhari Toll Plaza,National,Hisar,Haryana,NHAI
313003,Morwala Toll Plaza,National,Charkhi Dadri,Haryana,NHAI
313004,Bass Toll Plaza,National,Bass,Haryana,NHAI
313005,Bisalwas Toll Plaza,National,Jhajjar,Haryana,NHAI
314003,Badbar,National,Sangrur,Punjab,NHAI
314004,Lehra Begga,National,Bhatinda,Punjab,NHAI
314005,Kalajhar Toll Plaza,National,Channo,Punjab,NHAI
314006,Usma Toll plaza,National,Amritsar,Punjab,NHAI
314009,Zidda Toll Plaza,National,Bhatinda,Punjab,Zidda Toll Plaza
314010,Dhareri Jattan Plaza,National,Zirakpur,Punjab,NHAI
314011,Dharer Azizpur Toll Plaza,National,Patiala,Punjab,NHAI
314012,Kot Karora Kalan Plaza,National,Talwandi,Punjab,Kot Karora Kalan Plaza
314013,Paind Toll Plaza,National,Partran,Punjab,Paind Toll Plaza
314014,Chak Bamniya Toll Plaza,National,Jalandhar,Punjab,NHAI
314015,Badbar,National,Sangrur,Punjab,NHAI
314016,Lehra Begga,National,Bhatinda,Punjab,NHAI
314017,Kalajhar Toll plaza,National,Channo,Punjab,NHAI
314018,Usma Toll plaza,National,Amritsar,Punjab,NHAI
314019,Zidda Toll plaza,National,Bhatinda,Punjab,NHAI
314020,Dhareri Jattan plaza,National,Zirakpur,Punjab,NHAI
314021,Dharer Azizpur Toll plaza,National,Patiala,Punjab,NHAI
314022,Kot Karora Kalan plaza,National,Talwandi,Punjab,NHAI
314023,Paind Toll plaza,National,Partran,Punjab,NHAI
314024,Chiddan Toll plaza,National,Amritsar,Punjab,NHAI
314025,BHAGOMAJRA TOLL plaza,National,SAS NAGAR,Punjab,NHAI
314026,GHULAL TOLL plaza,National,LUDHIANA,Punjab,NHAI
314027,Behram,National,Behram,Punjab,NHAI
314028,Bachhwan,National,Balachaur,Punjab,NHAI
314029,Chaukiman Toll plaza,National,Ludhiana,Punjab,Ludhiana -Talwandi Toll Road Pvt. Ltd.
314032,Jagjitpura plaza,National,Barnala,Punjab,NHAI
314033,Chahar Toll Plaza,National,Ludhiana,Punjab,NHAI
314034,Shekhpura Toll Plaza,National,Talwandi Sabo,Punjab,NHAI
314035,Ludana Toll Plaza,National,Jind,Haryana,NHAI
314036,Kala Tibba Toll Plaza,National,Abohar,Punjab,NHAI
314037,Ferozeshah Toll Plaza,National,Ferozepur,Punjab,NHAI
314038,Balluana Toll Plaza,National,Bhatinda,Punjab,Mahender Godara
314039,Manan Toll Plaza,National,Amritsar,Punjab,NHAI
314040,Karahewala Toll Plaza,National,Moga,Punjab,Rajram Godara
317001,Dolhu Nallah Fee Plaza,National,Mandi,Himachal Pradesh,NHAI
317002,Dolhu Nallah Fee Plaza,National,Mandi,Himachal Pradesh,NHAI
317003,Sanwara Toll Plaza,National,Sanwara,Himachal Pradesh,NHAI
318001,Mada Fee Plaza,National,Mada Nashri,J K,NHAI
318002,Kachkoot Toll Plaza,National,Pulwama,JandK,NHAI
318003,Thandikhui Toll Plaza,National,Samba,JK,Rakesh Kumar Choudhary
318004,Bann Toll plaza,National,Udhampur,J and K,Rakesh Kumar Choudhary
318005,Mada Fee plaza,National,Mada and Nashri,J and K,NHAI
318006,Kachkoot Toll Plaza,National,Pulwama,J AND K,NHAI
318007,Lakhanpur,National,Jammu,J and K,NHAI
318008,Thandikhui Toll Plaza,National,Samba,J AND K,Rakesh Kumar Choudhary
318009,Nashri toll plaza,National,Ramban,J K,NHAI
318010,Mada toll plaza,National,Ramban,J K,NHAI
318011,Ujroo toll plaza,National,Quazigund,J K,NHAI
318012,Lamber toll plaza,National,Banihal,J K,NHAI
320001,Raibha toll plaza,National,Agra,Uttar Pradesh,NHAI
320002,Aaini Toll Plaza,National,Bahraich,Uttar Pradesh,NHAI
320003,Mavikala,National,Mavikala,Uttar Pradesh,Mavikala
320005,Duhai,National,Duahi,Uttar Pradesh,Duhai
320007,Dasana,National,Dasana,Uttar Pradesh,Dasana
320009,Bilakbarpur,National,Bilakbarpur,Uttar Pradesh,Bilakbarpur
320011,Fatehpur Rampur,National,Fatepur Rampur,Uttar Pradesh,Fatehpur Rampur
320013,ALEP Main Plaza 21,State,Fatehabad,Uttar Pradesh,Eagle Infra India Ltd
320014,ALEP Ramp Plaza 27,State,Fatehabad,Uttar Pradesh,Eagle Infra India Ltd
320015,ALEP Ramp Plaza 54,State,Shikohabad,Uttar Pradesh,Eagle Infra India Ltd
320016,ALEP Ramp Plaza 77,State,Etawah,Uttar Pradesh,Eagle Infra India Ltd
320017,ALEP Ramp Plaza 92,State,Saifai,Uttar Pradesh,Eagle Infra India Ltd
320018,ALEP Ramp Plaza 108,State,Etawah,Uttar Pradesh,Eagle Infra India Ltd
320019,ALEP Ramp Plaza 116,State,Etawah,Uttar Pradesh,Eagle Infra India Ltd
320020,ALEP Ramp Plaza 154,State,Saurikh,Uttar Pradesh,Eagle Infra India Ltd
320021,ALEP Ramp Plaza 171,State,Taki Gram,Uttar Pradesh,Eagle Infra India Ltd
320022,ALEP Ramp Plaza 193,State,Kannauj,Uttar Pradesh,Eagle Infra India Ltd
320023,ALEP Ramp Plaza220,State,Kanpur,Uttar Pradesh,Eagle Infra India Ltd
320024,ALEP Ramp Plaza 238,State,Unnao,Uttar Pradesh,Eagle Infra India Ltd
320025,ALEP Main Plaza 290,State,Lucknow,Uttar Pradesh,Eagle Infra India Ltd
320026,Aihar Toll Plaza,National,Raebareli,Uttar Pradesh,NHAI
320027,Jindpur Toll Plaza,National,Raebareli,Uttar Pradesh,NHAI
320028,Andiyari,National,Prayagraj,Uttar Pradesh,Raebareilly Allahabad Highway Private Limited
320029,Bara Toll Plaza,National,Haidergarh,Uttar Pradesh,NHAI
320030,Asroga Toll Plaza,National,Sultanpur,Uttar Pradesh,NHAI
320031,Gulalpurva,National,Gulalpurva,Uttar Pradesh,NHAI
320032,Chhajarsi,National,Pilkhua,Uttar Pradesh,NHAI
320033,Chamari Toll Plaza,National,Jalaun,Uttar Pradesh,M/s Eagle Infra India Ltd
320034,Dakhina Shekpur Toll Plaza,National,Rae Bareli,Uttar Pradesh,Arya Toll Infra Limited
320035,Vighakhet Toll Plaza,National,Lalitpur,Uttar Pradesh,M/s Balaji Enterprises
320036,Harro Toll Plaza near Ganne,National,Prayagraj,Uttar Pradesh,NHAI
320037,Amreha,National,,Uttar Pradesh,NHAI
320038,Mungari,National,Mungari,Uttar Pradesh,NHAI
320039,Sahahbpur,National,Bahraich Rd,Uttar Pradesh,NHAI
320040,Nainsar,National,Pharenda,Uttar Pradesh,NHAI
320041,Bharatkhund,National,Varanasi,Uttar Pradesh,NHAI
320042,Hadwa,National,Lucknow,Uttar Pradesh,NHAI
320043,Akshda,National,Gorakhpur,Uttar Pradesh,NHAI
320044,Mohammad Ibrahimpur,National,Bilari,Uttar Pradesh,NHAI
320045,Belon,National,Narora,Uttar Pradesh,NHAI
320046,Amdi Fee Plaza,National,Lohra,Uttar Pradesh,NHAI
320047,Kunwarpur,National,Jaunpur,Uttar Pradesh,Vinayendranath Upadhyay
320049,Aindhi Toll plaza,National,Amethi,Uttar Pradesh,NHAI
320051,Sabli Toll plaza,National,Puranpur,Uttar Pradesh,NHAI
320052,Raibha toll plaza,National,Agra,Uttar Pradesh,NHAI
320053,Aaini Toll plaza,National,Bahraich,Uttar Pradesh,NHAI
320054,Mavikala,National,Mavikala,Uttar Pradesh,NHAI
320055,Duhai,National,Duahi,Uttar Pradesh,NHAI
320056,Dasana,National,Dasana,Uttar Pradesh,NHAI
320057,Bilakbarpur,National,Bilakbarpur,Uttar Pradesh,NHAI
320058,Fatehpur Rampur,National,Fatepur Rampur,Uttar Pradesh,NHAI
320059,Chhajarsi,National,Pilkhua,Uttar Pradesh,NHAI
320060,Badauri Toll plaza,National,Fatehpur,Uttar Pradesh,M/s Bholanath Rajpati Shukla
320062,Lalanagar Toll plaza,National,Sant Ravidas Nagar,Uttar Pradesh,M/s Bholanath Rajpati Shukla
320063,Katoghan Toll plaza,National,Fatehpur,Uttar Pradesh,M/s Bholanath Rajpati Shukla
320064,Jindpur Toll plaza,National,Raebareli,Uttar Pradesh,NHAI
320065,Aihar Toll plaza,National,Raebareli,Uttar Pradesh,NHAI
320066,Gulalpurva,National,Gulalpurva,Uttar Pradesh,NHAI
320067,Babina Toll plaza,National,Jhansi,Uttar Pradesh,Sh. Keshav Agarwal
320068,Vighakhet Toll plaza,National,Lalitpur,Uttar Pradesh,M/s Balaji Enterprises
320069,Dakhina Shekpur Toll plaza,National,Rae Bareli,Uttar Pradesh,Arya Toll Infra Limited
320070,Bara Toll plaza,National,Haidergarh,Uttar Pradesh,NHAI
320071,Chamari Toll plaza,National,Jalaun,Uttar Pradesh,M/s Eagle Infra India Ltd
320072,Pidhi Toll plaza,National,Jaisinghpur,Uttar Pradesh,NHAI
320073,Nuruddinpur toll plaza,National,Amethi,Uttar Pradesh,Khalatkaar Constructions
320074,Raksha,National,Jhansi,Uttar Pradesh,Jhansi Baran Pathways
320075,Kunwarpur,National,Jaunpur,Uttar Pradesh,Vinayendranath Upadhyay
320076,Asroga Toll plaza,National,Sultanpur,Uttar Pradesh,NHAI
320077,Kurana Toll plaza,National,Hapur,Uttar Pradesh,NHAI
320078,Sherpur Chamraha,National,Ghorkhpur,Uttar Pradesh,NHAI
320079,Sayyad Mazra,National,Sayed Mazra,Uttar Pradesh,NHAI
320080,Sarsawa Toll Plaza,National,Sarsawa,Uttar Pradesh,MBL GSY Road Ltd
320081,Koyla,National,Rampur,Uttar Pradesh,NHAI
320082,Mungari,National,Mungari,Uttar Pradesh,NHAI
320083,Sahahbpur,National,Bahraich Rd,Uttar Pradesh,NHAI
320084,Nainsar,National,Pharenda,Uttar Pradesh,NHAI
320085,Mohammad Ibrahimpur,National,Bilari,Uttar Pradesh,NHAI
320086,Sabli Toll Plaza,National,Puranpur,Uttar Pradesh,NHAI
320087,Harro Toll Plaza near Ganne,National,Prayagraj,Uttar Pradesh,NHAI
320089,Bharatkhund,National,Varanasi,Uttar Pradesh,NHAI
320090,Akshda,National,Gorakhpur,Uttar Pradesh,NHAI
320091,Belon,National,Narora,Uttar Pradesh,NHAI
320092,Hadwa,National,Lucknow,Uttar Pradesh,NHAI
320093,Amdi Fee Plaza,National,Lohra,Uttar Pradesh,NHAI
320094,Aindhi Toll Plaza,National,Amethi,Uttar Pradesh,NHAI
320095,Ramnagar Gansiyari,National,Allahabad,Uttar Pradesh,NHAI
320096,Dularpur,National,Bahraich,Uttar Pradesh,NHAI
320097,Umapur,National,Prayagraj,Uttar Pradesh,NHAI
320098,Chhapar,National,Muzaffarnagar,Uttar Pradesh,Raj Shyama
320099,Jiwana,National,Baghpat,Uttar Pradesh,NHAI
320100,Dundahera Plaza DME KM 1990,National,Ghaziabad,Uttar Pradesh,NHAI
320101,Dasna Plaza DME KM 2760,National,Ghaziabad,Uttar Pradesh,NHAI
320102,Rasoolpur Sikrod DME KM 3134,National,Ghaziabad,Uttar Pradesh,NHAI
320103,Bhojpur Plaza DME KM 4570,National,Ghaziabad,Uttar Pradesh,NHAI
320104,DME KM 5200,National,Meerut,Uttar Pradesh,NHAI
320105,Partapur Plaza DME KM 5900,National,Meerut,Uttar Pradesh,NHAI
320106,Noida Plaza DME KM 1400,National,Ghaziabad,Uttar Pradesh,NHAI
320107,Mehrauli Plaza DME KM 2350,National,Ghaziabad,Uttar Pradesh,NHAI
320108,Puraini toll plaza,National,Puraini,Uttar Pradesh,NHAI
320109,Aaspur Toll Plaza,National,Etah,Uttar Pradesh,NHAI
320110,Badagaon,National,Balrampur,Uttar Pradesh,NHAI
320111,Gulhaura,National,Siddharthanagar,Uttar Pradesh,NHAI
320112,Kashi Plaza DME KM 5823,National,Meerut,Uttar Pradesh,NHAI
320113,Itora Buzurg,National,Raebareilly,Uttar Pradesh,NHAI
320114,Semra,National,Maharajganj,Uttar Pradesh,NHAI
320116,Shrishikalan,National,Mahoba,Uttar Pradesh,NHAI
320130,Kaithi plaza,National,Varanasi,Uttar Pradesh,NHAI
320131,Tarwa Deva,National,Mainpuri,Uttar Pradesh,NHAI
320132,ATRAILA SHIV GULAM Toll Plaza,National,Lalganj,Uttar Pradesh,NHAI
320133,Lohari Toll Plaza,National,Jhansi,Uttar Pradesh,Balaji Enterprises
320134,Belgada Toll Plaza,National,Gorakhpur,Uttar Pradesh,NHAI
320135,Sarai Sundarpur Fee Plaza,National,Pillibhit,Uttar Pradesh,Anil Kumar Shukla
320136,Hitouta Toll Plaza,National,Khutar,Uttar Pradesh,NHAI
320137,Baleni Fee Plaza,National,Baleni,Uttar Pradesh,Raj Shyama
326002,DEORIYA,National,?Rudrapur?,?Uttrakhand?,Kashipur Sitarganj Highways Pvt. Ltd.
326003,Banushi,National,Khatima,Uttarakhand,Banushi
326004,Banushi,National,Dehradun,Uttarakhand,NHAI
326005,Banushi,National,Dehradun,Uttarakhand,NHAI
326006,Bhagwanpur,National,Bhagwanpur,Uttarakhand,NHAI
326007,Bhadarabad Toll Plaza,National,Bhadarabad,Uttarakhand,NHAI
326008,Lachiwala Toll Plaza,National,Dehradun,Uttarakhand,Riddhi Siddhi Associates
326009,Jagtapur Patti Toll Plaza,National,Jaspur,Uttarakhand,NHAI
330001,Doli toll plaza,National,Jodhpur,Rajasthan,Doli toll plaza
330002,Lasedi,National,Churu,Rajasthan,M/s Salasar Highways Pvt. Ltd.
330003,Dhadhar,National,Churu,Rajasthan,M/s Salasar Highways Pvt. Ltd.
330004,Sobhasar,National,Churu,Rajasthan,M/s Salasar Highways Pvt. Ltd.
330005,Banthri,National,Ajmer,Rajasthan,NHAI
330006,Tamdoli,National,Ajmer,Rajasthan,NHAI
330007,Lambiya Kalan,National,Jaipur,Rajasthan,CGBOT
330008,Khedi,National,Gulabpura,Rajasthan,NHAI
330009,Kondar,National,Karauli,Rajasthan,NHAI
330010,Chilla Chond,National,Badi,Rajasthan,NHAI
330011,Nimbayani,National,Barmer,Rajasthan,NHAI
330012,Kota Bypass Toll Plaza,National,Kota,Rajasthan,NHAI
330013,Nimbasar,National,Barmer,Rajasthan,Nimbasar
330014,Kair Fakir Ki Dhani toll plaza,National,Jaisalmer,Rajasthan,Kair Fakir Ki Dhani toll plaza
330015,Nekawala,National,Jaipur,Rajasthan,Nekawala
330016,Khara Toll Plaza,National,Bikaner,Rajasthan,Khara Toll Plaza
330017,Bhadera Toll Plaza,National,Bikaner,Rajasthan,Bhadera Toll Plaza
330018,Hindore Toll Plaza,National,Bikaner,Rajasthan,Hindore Toll Plaza
330019,Salasar Toll Plaza,National,Bikaner,Rajasthan,Salasar Toll Plaza
330020,Nokhra Toll Plaza,National,Bikaner,Rajasthan,Nokhra Toll Plaza
330021,Kheerwa Toll Plaza,National,Bikaner,Rajasthan,Kheerwa Toll Plaza
330023,Hathitala Toll Plaza ,National,Barmer,Rajasthan,Hathitala Toll Plaza 
330024,Bor Charnan Toll Plaza,National,Barmer,Rajasthan,Bor Charnan Toll Plaza
330025,Rajora Khurd,National,Bharatpur,Rajasthan,Rajora Khurd
330026,Nimbi Jodha,National,Ladnun (Nagaur),Rajasthan,Nimbi Jodha
330027,Harimma,National,Nagaur,Rajasthan,Harimma
330028,Para Plaza,National,Para,Rajasthan,NHAI
330029,Leelamba Plaza,National,Lilamba,Rajasthan,Leelamba Plaza
330030,Kadisahena,National,Gulabpura,Rajasthan,NHAI
330031,Lal ka Khera,National,Jahazpur,Rajasthan,NHAI
330032,Pallai,National,Uniara,Rajasthan,NHAI
330033,Limdi Toll Plaza,National,Dahod,Rajasthan,NHAI
330034,Netra,National,Jodhpur,Rajasthan,NHAI
330035,Tankala,National,Nagaur,Rajasthan,NHAI
330036,Gumanpura,National,Tonk,Rajasthan,NHAI
330037,Jasnathnagar,National,Jodhpur,Rajasthan,NHAI
330038,Khanori,National,Jodhpur,Rajasthan,NHAI
330039,Morani,National,Jodhpur,Rajasthan,NHAI
330040,Khachrol,National,Bhilwara,Rajasthan,NHAI
330041,Leelamba Plaza,National,Lilamba,Rajasthan,NHAI
330042,Lathi,National,Jaisalmer,Rajasthan,GR Infra / NHAI
330043,Ramdevara,National,Jaisalmer,Rajasthan,GR Infra / NHAI
330044,Akhepura,National,Sikar,Rajasthan,NHAI
330045,Mandana Toll Plaza,National,Mandana,Rajasthan,NHAI
330046,Hanumangarh,National,Hanumangarh,Rajasthan,NHAI
330050,Aroli,National,Bhilwara,Rajasthan,Chittorgarh Kota Toll Ways
330053,Nimbali,National,Nimbali,Rajasthan,Jodhpur Pali Expressway Private Limited
330054,Gajangarh,National,Gajangarh,Rajasthan,Jodhpur Pali Expressway Private Limited
330055,Ochadi,National,Chittorgarh,Rajasthan,Chetak Tollways Ltd
330056,Nimbaheda,National,Chittorgarh,Rajasthan,Chetak Tollways Ltd
330057,Narsingharh,National,Chittorgarh,Rajasthan,Chetak Tollways Ltd
330058,Sidhpura,National,Pratapgarh,Rajasthan,Chetak Tollways Ltd
330059,Rashidpura,National,Sikar,Rajasthan,Sikar Bikaner Highway Limited
330060,Tidiayasar,National,Churu,Rajasthan,Sikar Bikaner Highway Limited
330061,Lakhasar,National,Bikaner,Rajasthan,Sikar Bikaner Highway Limited
330062,Udairamsar,National,Bikaner,Rajasthan,Sikar Bikaner Highway Limited
330063,Badi Ghati Toll plaza,National,Pushkar,Rajasthan,B.S. Group (MoRTH)
330064,Kuchera Toll plaza,National,Ajmer,Rajasthan,B.S. Group (MoRTH)
330065,Bagaliya Toll plaza,National,Beawar,Rajasthan,ITNL Road infrastructure Development Company Ltd. (MoRTH)
330066,Baggar Toll plaza,National,Gomti,Rajasthan,ITNL Road infrastructure Development Company Ltd. (MoRTH)
330069,Banthri,National,Ajmer,Rajasthan,NHAI
330070,Tamdoli,National,Ajmer,Rajasthan,NHAI
330071,Kondar,National,Karauli,Rajasthan,NHAI
330072,Chilla Chond,National,Badi,Rajasthan,NHAI
330073,Kota Bypass Toll plaza,National,Kota,Rajasthan,NHAI
330074,Nimbasar,National,Barmer,Rajasthan,NHAI
330075,Nimbi Jodha,National,Ladnun (Nagaur),Rajasthan,NHAI
330076,Harimma,National,Nagaur,Rajasthan,NHAI
330077,UNDVARIYA TOLL plaza,National,Sirohi,Rajasthan,NHAI
330078,Doli toll plaza,National,Jodhpur,Rajasthan,M/s Eagle Infra India Ltd
330079,Similiya,National,Kota,Rajasthan,M/S Kota Baran Toll Ways
330080,Fatehpur,National,Baran,Rajasthan,M/S Kota Baran Toll Ways
330081,Nekawala,National,Jaipur,Rajasthan,NHAI
330082,Limdi Toll plaza,National,Dahod,Rajasthan,NHAI
330084,Nimbayani,National,Barmer,Rajasthan,NHAI
330085,Hathitala Toll plaza,National,Barmer,Rajasthan,NHAI (QualiX)
330086,Bor Charnan Toll plaza,National,Barmer,Rajasthan,NHAI (QualiX)
330087,Kair Fakir Ki Dhani toll plaza,National,Jaisalmer,Rajasthan,QualiX
330088,Jasnathnagar,National,Jodhpur,Rajasthan,NHAI
330089,Khanori,National,Jodhpur,Rajasthan,NHAI
330090,Leelamba plaza,National,Lilamba,Rajasthan,NHAI
330091,Para plaza,National,Para,Rajasthan,NHAI
330092,Gumanpura,National,Tonk,Rajasthan,NHAI
330093,Khachrol,National,Bhilwara,Rajasthan,NHAI
330094,Morani,National,Jodhpur,Rajasthan,NHAI
330095,Bassi,National,Chittaurgarh,Rajasthan,Chittorgarh Kota Toll Ways
330096,Aroli,National,Bhilwara,Rajasthan,Chittorgarh Kota Toll Ways
330097,Dhaneshwar,National,Bundi,Rajasthan,Chittorgarh Kota Toll Ways
330098,Lathi,National,Jaisalmer,Rajasthan,GR Infra / NHAI
330099,Ramdevara,National,Jaisalmer,Rajasthan,GR Infra / NHAI
330100,Akhepura,National,Sikar,Rajasthan,NHAI
